
154,0,0,0,0,79,0,0,0,0,1,40,2,"spammer"
1277,11,18,2,0,398,0,0,0,0,1,44,2,"spammer"
47,1701,620,479,0,495,386,0,3,1,1,118,1,"spammer"
681,12,543,1,0,170,0,0,0,0,1,33,4,"spammer"
143,697,627,5142,1,13828,0,0,0,2,1,80,0,"spammer"
180,249,319,753,2,6696,0,0,1,0,1,59,2,"spammer"
573,1834,1842,31,0,5253,0,0,1,0,1,55,6,"spammer"
706,2,18,0,0,71,0,0,0,0,1,42,0,"spammer"
558,8976,1766,77,0,78076,1,0,1,2,1,109,1,"spammer"
36,442,573,2,0,264,0,0,0,0,1,49,0,"spammer"
41,21,52,3,0,169,374,0,0,1,1,97,9,"spammer"
731,1,0,0,0,18,0,0,0,0,1,40,0,"spammer"
655,376,462,833,0,8778,0,0,1,0,1,55,6,"spammer"
951,16080,31,1,103,500230,0,0,7,0,1,66,0,"spammer"
19,5,5,571,0,1765,55,0,3,1,1,109,0,"spammer"
795,1160,458,4654,3,17562,0,0,1,0,1,55,6,"spammer"
133,554,531,789,0,9964,0,0,1,1,1,86,0,"spammer"
850,0,1,0,0,43,0,0,0,0,1,47,3,"spammer"
1454,134,123,32,14,5413,2,0,0,1,1,59,7,"spammer"
575,116,650,16,0,545,13,0,2,1,1,108,0,"spammer"
629,0,247,0,0,99,0,0,0,0,1,11,0,"spammer"
410,0,0,0,0,41,0,0,0,0,1,49,7,"spammer"
535,4986,1923,323,4,34567,0,0,1,0,1,71,5,"spammer"
488,467,440,387,1,5360,0,0,1,0,1,66,4,"spammer"
757,3755,4004,5,54,5029,0,0,0,0,1,107,0,"spammer"
574,218,151,204,1,5382,0,0,1,1,1,78,2,"spammer"
577,1,10,0,0,25,0,0,0,0,1,54,0,"spammer"
19,19,22,0,0,85,4,0,0,1,1,53,1,"spammer"
0,0,0,0,0,3,0,0,0,1,1,17,0,"spammer"
0,0,0,0,0,3,0,0,0,1,1,14,0,"spammer"
0,0,0,0,0,5,0,0,0,1,1,12,2,"spammer"
161,1230,963,40,3,43454,0,0,1,1,1,81,0,"spammer"
1258,16502,17075,286,5,19753,0,0,0,0,1,82,5,"spammer"
240,93,63,0,0,16364,0,0,0,0,1,53,0,"spammer"
913,548,230,3564,3,33559,2,0,1,4,1,106,3,"spammer"
683,2,12,7,0,15,0,0,0,0,1,44,2,"spammer"
1404,22,14,2,0,38,0,0,0,0,1,43,0,"spammer"
20,1,7,0,0,24,74,0,0,1,1,102,3,"spammer"
0,0,0,0,0,1,0,0,0,0,1,21,0,"spammer"
1568,1,2,0,0,98,0,0,0,0,1,33,0,"spammer"
743,2,14,0,0,49,0,0,0,0,1,41,3,"spammer"
232,475,445,90,0,7887,0,0,1,0,1,59,2,"spammer"
1132,321,808,25,2,1274,0,0,1,0,1,55,6,"spammer"
507,2,0,0,0,85,0,0,0,0,1,8,1,"spammer"
521,0,9,0,0,73,0,0,1,0,1,17,0,"spammer"
11,264,376,0,0,35,0,0,2,0,1,73,0,"spammer"
290,305,1738,36,0,1414,973,0,0,1,1,113,4,"spammer"
308,618,1965,169,0,2835,48644,0,0,1,1,106,0,"spammer"
142,0,60,8,0,173,0,0,0,0,1,30,0,"spammer"
1041,367,357,1765,0,10885,0,0,1,0,1,55,6,"spammer"
25,148,240,28,1,456,0,0,1,0,1,100,0,"spammer"
0,0,0,0,0,1,0,0,0,1,1,13,2,"spammer"
882,1,1,0,0,25,0,0,0,0,1,54,0,"spammer"
21,0,6,0,0,34,127,0,0,1,1,74,0,"spammer"
1162,996,962,32,11,4449,0,0,1,0,1,55,6,"spammer"
649,214,415,115,0,6445,0,0,1,0,1,55,6,"spammer"
54,310,350,364,0,1817,610,0,2,1,1,118,0,"spammer"
319,1161,1819,2218,5,19847,0,0,1,0,1,55,6,"spammer"
